Query,Date,user,Tweet,Img_present,Likes,commnets,retweet,tags,mentions,url_count,length
Pandemic,"3:33 PM · May 3, 2020",Lina Shitaye Zewdu@JoeExoticc,"Absolutely no one:
Isayas during this global pandemic:412160",1,160,4,12,,,0,60
Pandemic,"3:07 PM · May 3, 2020",your future @seblakachie,#FotoProfilBaru before pandemic,0,,,,#FotoProfilBaru,,0,31
Pandemic,"3:07 PM · May 3, 2020",Deeksha Thati@DeekshaThati,"@PMOIndia @narendramodi you very well know you cannot ‘Lift’ ban on flights in a pandemic. What’s your plan for stranded NRI’s in India? This anxiety is killing us #HelpNRIsReturnToUSA #SpecialFlightsQuote TweetAmrita Choudhury@amrita_c333 · 20hLockdown started with only 4Hrs notice. 43Days later, there's still NO PLAN to send NRIs back. I came for my mom's operation & have been stuck here since. All this while I've been away from my family living in US & my visa will expire soon.#HelpNRIsReturnToUSA
@ajitanjum202",0,2,,20,"#HelpNRIsReturnToUSA,#SpecialFlights","@PMOIndia,@narendramodi",0,519
Pandemic,"2:52 PM · May 3, 2020",Kerry Townsend Jacob@kerryfjacob,Let’s choose a leader who cares more about people during a pandemic than his election chances.  #GoJoe18157397,0,397,18,157,#GoJoe,,0,110
Pandemic,"2:52 PM · May 3, 2020",David Sirota@davidsirota,"By the time my parents were my age, the Dem Party had passed civil rights/voting rights laws & created Medicare/Medicaid.

In my 44 years, the Dem Party has cut welfare, deregulated Wall St, helped Trump bail out corporations during a pandemic & blocked the expansion of Medicare.1661.7K6.5K",0,6.5K,166,1.7K,,,0,291
Pandemic,"2:35 PM · May 3, 2020",Bill Kristol@BillKristol,"“We wasted two months denying it. We’re now wasting another two months by just dithering around.""34 days of pandemic: Inside Trump’s desperate attempts to reopen AmericaThough Trump remained fixated on reopening the economy, he and his administration fell far short of making that a reality.washingtonpost.com798702.7K",1,2.7K,79,870,,,2,318
Pandemic,"2:34 PM · May 3, 2020",Stephy@Stephynb,"Replying to @TyreeBPI just can’t stop thinking of this image - BLM +NAs protesters require mil grade equipment, weapons, tear gas, rubber bullets, +German Shepards but open up crowd doesn’t even require a mask made of fabric

This pandemic really is highlighting every injustice164953K",1,3K,16,495,,@TyreeBP,0,285
Pandemic,"2:33 PM · May 3, 2020",The New Yorker@NewYorker,"As the coronavirus pandemic continues—and misinformation emanates from the Trump White House—the need for reliable, widely-accessible information is more urgent than ever. #WorldPressFreedomDayThe Fate of the News in the Age of the CoronavirusCan a fragile media ecosystem survive the pandemic?newyorker.com14226497",0,497,14,226,#WorldPressFreedomDay,,2,315
Pandemic,"2:30 PM · May 3, 2020",Bloomberg Opinion@bopinion,"If one thing has united Americans during the coronavirus pandemic, it’s spring cleaning. 

The only problem? Thrift stores are informally reporting unprecedented volumes of donationsAt Overloaded Thrift Shops, Coronavirus Is Wreaking HavocA glut of donations and a lack of demand have left a crucial American industry reeling.bloomberg.com1408191.7K",1,1.7K,140,819,,,2,349
Pandemic,"2:21 PM · May 3, 2020",John Reynolds@SeanMac_R,"My piece for @tribunemagazine on the post-election/pandemic politics in Ireland over last couple of monthsHow Coronavirus Propped Up Ireland’s EstablishmentFebruary's election rocked Irish politics, with Sinn Féin breaking decades of right-wing duopoly to win the largest share of the vote. But in Ireland, as across the world, coronavirus has stalled the...tribunemag.co.uk3270",1,70,,32,,@tribunemagazine,2,378
Pandemic,"1:34 PM · May 3, 2020",Richard Angwin@RichardAngwin,"Good question :)

#Resist #Trump #1u #tcot #maga #kag #StayHome #pandemic #AMJoy #QAnon #NotMeUs #MichiganProtest61209474",0,474,61,209,"#Resist,#Trump,#1u,#tcot,#maga,#kag,#StayHome,#pandemic,#AMJoy,#QAnon,#NotMeUs,#MichiganProtest",,0,121
Pandemic,"1:26 PM · May 3, 2020",Abhishek Kesharwani@Abhishe32925805,"In this pandemic all intern doctors are contributing significantly by risking their lives at low stipend.UP Government is requested to increase their moral by increasing their stipend as other states
#coronawarriorsmbbsintern #raise_mbbs_intern_stipend
@myogiadityanath1228",0,8,1,22,"#coronawarriorsmbbsintern,#raise_mbbs_intern_stipend",@myogiadityanath,0,273
Pandemic,"1:25 PM · May 3, 2020",Evan Kirstel #StayHome #RemoteWork@evankirstel,A human car wash #pandemic #Covid_1987.8K views0:00 / 1:26From NowThis24249,1,49,2,42,"#pandemic,#Covid_19",,0,75
Pandemic,"1:25 PM · May 3, 2020",random.@thedeepestmsgs,can't wait to hug you when this pandemic is over291242,1,242,2,91,,,0,54
Pandemic,"1:23 PM · May 3, 2020",Lancé @lawskulprincess,"You would be here in a couple of hours if it werent for the pandemic. Ive been imagining picking you up at the airport since the day you left for UK. 
On the bright side, you beat covid19’s ass. Not a day goes by that i dont miss you, nang.14",0,14,,,,,0,242
Pandemic,"1:16 PM · May 3, 2020",عتیق الرحمان@The_Morbius_,"#WorldVsKashmirLockdown

Demonstrations in various parts of the world are now going on against lockdowns during a pandemic despite of medical, financial, communication & food assistance..!!
@The_Morbius_211",1,1,,21,#WorldVsKashmirLockdown,@The_Morbius_,0,206
Pandemic,"1:10 PM · May 3, 2020", علی@ihateubutistill,"Fighter jets showered petals on hospitals today. While we perform gimmicks,India might witness more deaths due to hunger than the pandemic itself.323",0,23,,3,,,0,149
Pandemic,"1:10 PM · May 3, 2020",The Daily Beast@thedailybeast,"One of those struggling with opioid addiction is Lynn, an Ohio resident. 

She hadn’t used opioids for three months, until one night in late March. As COVID-19 forced the country into lockdown, Lynn overdosed at her apartment.Don’t Forget the Other Pandemic Killing Thousands of AmericansAuthorities nationwide are reporting an uptick in fatal opioid overdoses during social distancing.thedailybeast.com64251609",1,609,64,251,,,2,411
Pandemic,"11:58 AM · May 3, 2020",Savage Lord Awon Titans@bukunmi101,"Tryna Trend My Queen
 & You're Telling Me To Obs Uganda & Nigeria Diss, 
You Are Mad In The Middle, 
@ This Pandemic,
Y'all Still Spreading Virus Of Hate Across Countries, 
Titans Don't Engage In It, Cuz  Tacha Stand For Africa.
#TheFutureIsTacha2219",0,19,,22,#TheFutureIsTacha,,0,250
Pandemic,"11:57 AM · May 3, 2020",Fijeeha@Fijeeha,"It’s raining in a lot of places in India, a good sign for #farmers.

On this #WorldLaughterDay, let’s redefine rain in our words & share a smile with each other in this amid #pandemic. 
 
#StayHomeStaySafe #LaughterDay2022",1,22,,20,"#farmers,#WorldLaughterDay,#pandemic,#StayHomeStaySafe,#LaughterDay",,0,222
Pandemic,"11:57 AM · May 3, 2020",John Pilger@johnpilger,"The UK Govt demands Britons download a phone app that ""traces the virus"". Australian PM Scott Morrison promotes a similar tool of mass surveillance. His adviser at WHO, Professor Mary-Louise McLaws, refuses. She warns the data will end up in the US. A digital pandemic is coming.3333.6K5.4K",0,5.4K,333,3.6K,,,0,290
Pandemic,"11:52 AM · May 3, 2020",StudentAnurag@AnuragStudent,"#EducationMinisterGoesLive @DrRPNishank @HRDMinistry Sir,
I am , ANURAG SINGH student of ARMY PUBLIC SCHOOL.
My question is -
What are the steps that would be taken by the ministry after the pandemic ,for the sake of the worthy students who are not capable for online learning?2",0,2,,,#EducationMinisterGoesLive,"@DrRPNishank,@HRDMinistry",0,278
Pandemic,"11:39 AM · May 3, 2020",Rosemary Lewis@JaRoJoCT1021,"#GoJoe #NationalTrumpTwitterBlackout 

My family and I support @JoeBiden 100% and all plan to vote to save our democracy and the people in November! Joe IS the one to lead us out of this pandemic and out of the darkness of the last 3 1/2 years!685471.2K",0,1.2K,68,547,"#GoJoe,#NationalTrumpTwitterBlackout",@JoeBiden,0,253
Pandemic,"11:31 AM · May 3, 2020",Julia Hartley-Brewer@JuliaHB1,"That’s weird. These comments from an *expert* about how the UK is handling the pandemic were made in a prominent BBC interview a few hours ago and yet for some reason they not yet reported on the BBC website. Can anyone help offer an explanation?Quote TweetGuido Fawkes@GuidoFawkes · May 3Head of the ONS: International Death Comparisons are Unbelievably Difficult, UK has Best, Most Transparent and Most Timely Reporting https://order-order.com/2020/05/03/head-ons-international-death-comparisons-unbelievably-difficult-uk-best-transparent-timely-reporting…6902.4K6.9K",0,6.9K,690,2.4K,,,0,569
Pandemic,"11:19 AM · May 3, 2020",Vikash Singh@VikashsinghVs,"Dear airtel 
It's very needful to work from home in the adverse pandemic situation but due to your worst network service from past week i can loose my job which is dreadful and i am not able to contact your customer services please help @airtelindia @help @TRAI214",0,4,2,1,,"@airtelindia,@TRAI",0,264
Pandemic,"11:17 AM · May 3, 2020",Lyna Bouacha@LynaBouacha,"When it comes to deadly disease, vaccines are our best chance of protecting millions. @SpainMFA on May 4 will you help ensure no country has to face a pandemic alone by supporting @gavi to strengthen vaccine delivery systems across the world? Let’s #DefeatDiseaseTogether",0,,,,#DefeatDiseaseTogether,"@SpainMFA,@gavi",0,271
Pandemic,"11:05 AM · May 3, 2020",xxabdullah@xxabdullah10,"#CallOffBoardExams
Keep tweeting until it gets to our PM @ImranKhanPTI
@FBISEOfficial 
Cancel karo board exams youth ko pandemic mai push kar rhey ab81",0,1,,8,#CallOffBoardExams,"@ImranKhanPTI,@FBISEOfficial",0,151
Pandemic,"11:01 AM · May 3, 2020",Joseph Pollara@JosephPollara,Amazon says the pandemic is over and is now time to get back to work. @realDonaldTrump @VP #MadeInAmerica #BacktoWorkAmericaQuote TweetCBS News@CBSNews · May 3Amazon is ending its unlimited time off policy for warehouse workers https://cbsn.ws/2KS6kr4,0,,,,"#MadeInAmerica,#BacktoWorkAmerica","@realDonaldTrump,@VP",0,251
Pandemic,"10:27 AM · May 3, 2020",कुलदीप कादयान@KuldeepKadyan,"Mohalla Clinics, the pilot project by Kejriwal Govt is proving to be such a boon to tackle this unforeseen pandemic. 
#KejriwalShowsTheWay3734",1,34,,37,#KejriwalShowsTheWay,,0,142
Pandemic,"9:33 AM · May 3, 2020",I-love-pak-army@Ilovepa24819918,"The governments of Balochistan and Punjab on Sunday sought the Pakistan Army's help in dealing with the coronavirus pandemic, asking it to assist civil institutions as the number of confirmed cases in the country crossed 600.
#OurPride_PakArmy2910",1,10,,29,#OurPride_PakArmy,,0,247
Pandemic,"9:25 AM · May 3, 2020",Indias Muslims@IndiasMuslims,"Everything's in a name!

UP Govt Names COVID-19 Hotspots After Mosques In Lucknow!!!

In a blatant attempt to communalise the coronavirus pandemic, state government in Uttar Pradesh has named eight out of 18 coronavirus hotspots in Lucknow after mosques!!!Yogi Adityanath Govt Names COVID-19 Hotspots After Mosques In LucknowIn a blatant attempt to communalise the coronavirus pandemic, the Yogi Adityanath government in Uttar Pradesh has named eight out of 18 coronavirus hotspots in Lucknow after mosques. Masjid Ali Jaan...thecognate.com34448632",1,632,34,448,,,2,548
Pandemic,"9:23 AM · May 3, 2020",sarwar@sarwarshabb,"Greatest B&D in the current race of boot kicking of modi government. 
Have you got no shame Mr @RajatSharmaLive 

Soon @SushantBSinha will tweet like this too.
Migrants paid extra in time of pandemic.Quote TweetRajat Sharma@RajatSharmaLive · May 3पिछले 70 साल में पहली बार किसी प्रधानमंत्री ने 40 दिन में मुख्यमंत्रियों से 4 बार बात की. 14 घंटे मशवरा किया. उनके कहने पर लॉकडाउन बढाया, मज़दूरों के लिए रेल चलाई. मु्ख्यमंत्री मानते हैं. फिर भी कुछ लोग कहते हैं केन्द्र राज्यों की नहीं सुनता. आखिर क्यों ?",0,,,,,"@RajatSharmaLive,@SushantBSinha",0,502
Pandemic,"9:20 AM · May 3, 2020",Caroline Lucas@CarolineLucas,"Note to #Marr - please stop allowing Grant Schapps to pretend it was reasonable for the Government not to stockpile gowns because they were preparing for a different kind of pandemic
There’s clear evidence that the government ignored expert advice - againUK government ‘failed to stockpile crucial PPE items’ ahead of coron…The UK government failed to include key items of personal protective equipment (PPE), such as gowns and visors, in its pandemic stockpile before coronavirus reached the UK, an investigation has found.independent.co.uk1532.1K5.2K",1,5.2K,153,2.1K,#Marr,,2,552
Pandemic,"9:17 AM · May 3, 2020",@Mvusto@mvusto,"When it comes to deadly disease, vaccines are our best chance of protecting millions. @SpainMFA on May 4 will you help ensure no country has to face a pandemic alone by supporting @gavi to strengthen vaccine delivery systems across the world? Let’s #DefeatDiseaseTogether",0,,,,#DefeatDiseaseTogether,"@SpainMFA,@gavi",0,271
Pandemic,"9:15 AM · May 3, 2020",Save the Children UK@savechildrenuk,"How do you stop the spread of #Coronavirus in a country ravaged by war? 

In Syria, we’re working with our partners to protect children and families against a pandemic that knows no borders.1:30844 views1525",1,25,,15,#Coronavirus,,0,207
Pandemic,"8:57 AM · May 3, 2020",Department of State@StateDept,"On #WPFD2020, the U.S. applauds the courageous work of journalists in supporting democracy and the free and transparent flow of information, especially during the #COVID19 pandemic. We call for the immediate release of journalists around the world imprisoned for their work.111306740",0,740,111,306,"#WPFD2020,#COVID19",,0,283
Pandemic,"7:35 AM · May 3, 2020",Er Sahil@sahilkumar_12,"#ServingTheNeedy 
Volunteers of Dera Sacha Sauda, are helping everyone around the nation to ease their pain due to global pandemic under the pious teachings of St Dr @Gurmeetramrahim Singh Ji Insan.
They are donating blood, distributing food, sanitizing cities, etc.19827",1,27,1,98,#ServingTheNeedy,@Gurmeetramrahim,0,271
Pandemic,"6:52 AM · May 3, 2020",Bradley Whitford@BradleyWhitford,Who knew managing a pandemic was harder than running a sleazy casino into bankruptcy?1712.4K18.1K,0,18.1K,171,2.4K,,,0,97
Pandemic,"6:41 AM · May 3, 2020",IMAM OF KARBALA@imamofkarbala,"BILL GATES  IS Exterminating
POPULATION BY TERR0RISM
VIRUSES GASES  LASERS  5G
CHIP INJECTI0NS VACCINES
M0SQUIT0ES AND TRICKING
THE PUBLIC INT0 BELIEVING
V are THE CAUSE 0F GLOBAL
WARMING HE IS USING 'cruel
BUREAUCRACY for HUNTING

BILL 'S pandemic plan 20 | 30
'll fuck u by chip1:23206 views11",1,11,,,,,0,295
Pandemic,"6:22 AM · May 3, 2020",ave@er77banker,"I'm afraid that Essential service providers will soon play a very essential role in spreading pandemic @ReutersIndia @DFS_India @FinMinIndia
#TestRedZoneBankers210157",0,57,2,101,#TestRedZoneBankers,"@ReutersIndia,@DFS_India,@FinMinIndia",0,166
Pandemic,"6:19 AM · May 3, 2020",202 CoBRA(Official)@cobra_202,"Jungle Warriors  202 CoBRA #CounterCovidCampaign/CAP. Educating and equipping villagers of Bhejji, Sukma, Chhattisgarh @fight CORONA pandemic.
@crpfindia111678",1,78,11,16,#CounterCovidCampaign,"@fight,@crpfindia",0,159
Pandemic,"6:16 AM · May 3, 2020",Hrishi roy@Hrishiroy12,"Unfortunate to hv dis Pandemic around us but fortune too 2 see de salute of Defence  2 Corona Warriors- de Docs,Nurses, Paramedical & cleaning Staffs, police,Corona survivors nd especially those who lost their lives
#FirMuskurayegaIndia #JitegaIndia @smritiirani @narendramodi",0,,,,"#FirMuskurayegaIndia,#JitegaIndia","@smritiirani,@narendramodi",0,276
Pandemic,"6:01 AM · May 3, 2020",TIME@TIME,"Loneliness is a modern invention. Understanding that history can help us get through this pandemicLoneliness Is a Modern Invention. Understanding That History Can Help Us Get Through This PandemicIt's important to remember that loneliness is not a universal human condition, but a historically specific onetime.com163901.1K",1,1.1K,16,390,,,2,323
Pandemic,"5:39 AM · May 3, 2020",CBS News@CBSNews,"More than 1,300 people in Rikers Island jail have tested positive for the virus — now released inmates are navigating life in the middle of a pandemic https://cbsn.ws/2W14ta937191262",1,262,37,191,,,1,182
Pandemic,"5:39 AM · May 3, 2020",SUVENDU MOHAPATRA@SUVENDUSNM,"Well done @ABPNews @aajtak @ZeeNews @republic 
But there are other journalists in LiarTheWire, FakeryPrint & AnDTV working tirelessly for masking & distorting the truth even during this pandemic!!!Quote TweetRajnish Ahuja@IamRajnishAhuja · May 3Salute to all Journalist friends who work tirelessly in these hard times.
@ABPNews #CoronaWillEndSoon #coronavirus #BeSafe #StayHomeSaveLives #WorldPressFreedomDay #ThankAJournalist1",0,1,,,,"@ABPNews,@aajtak,@ZeeNews,@republic",0,427
Pandemic,"4:35 AM · May 3, 2020",UN Women@UN_Women,"PM @jacindaardern is one of the women leaders praised for successfully managing the #COVID19 pandemic. 

Her leadership style, focused on empathy, hasn't just resonated with her people, but also put New Zealand on track for success against the #coronavirus.

#WomenInPolitics154751.3K",1,1.3K,15,475,"#COVID19,#coronavirus,#WomenInPolitics",@jacindaardern,0,284
Pandemic,"4:21 AM · May 3, 2020",Çançan @c15ma,"So, what will we do if this pandemic ends?114",0,4,1,1,,,0,45
Pandemic,"4:13 AM · May 3, 2020",Neera Tanden@neeratanden,"Just remember, he told us this would be gone by April. 

And the last 24 hours have recorded the highest number of deaths in the US.  We recorded 5 times as many deaths in one day as South Korea has since the start of the pandemic.The US just reported its deadliest day for coronavirus patients as states reopen, according to WHODozens of states have unveiled reopening plans and several, including Georgia, South Carolina, Tennessee and Texas, have already begun to allow nonessential retailers to reopen.cnbc.com1432.4K4.5K",1,4.5K,143,2.4K,,,2,525
Pandemic,"4:01 AM · May 3, 2020",just thinking@isawthesethings,"Replying to @TheBushCenter and @TheCallToUniteWhat Trump undid - 16 years of pandemic planning & infrastructure from Bush to Obama:
‘If we wait for a pandemic to appear, it will be too late to prepare’ — George W. Bush warned about getting ahead of something like COVID-19 way back in 20053:55302.4K viewsFrom NowThis61319923",1,923,61,319,,"@TheBushCenter,@TheCallToUnite",0,325
Pandemic,"3:29 AM · May 3, 2020",Samantha Eagleson@Samazing91,"When it comes to deadly disease, vaccines are our best chance of protecting millions. @SpainMFA on May 4 will you help ensure no country has to face a pandemic alone by supporting @gavi to strengthen vaccine delivery systems across the world? Let’s #DefeatDiseaseTogether",0,,,,#DefeatDiseaseTogether,"@SpainMFA,@gavi",0,271
Pandemic,"3:13 AM · May 3, 2020",Kathleen Madigan@kathleenmadigan,"I dont wanna go into a mall when there isn't a pandemic. But 'Merica ran rite in 2day. Boggles my tiny mind. ""I've GOTTA get to THINGS REMEMBERED. And LIDS. NEED a hat."" #coronavirus #LOCKDOWN2020 #malls3544633",0,633,35,44,"#coronavirus,#LOCKDOWN2020,#malls",,0,210
Pandemic,"3:11 AM · May 3, 2020",jerijah@jerizzzzy,"it was supposed to come out tmrw but due to the pandemic & shit it’s been delaaaayed & i’m bored of waiting so here’s the tracklist, front soon

what a strange time to be alive

soon i guess  sooner than later tho!32",0,2,,3,,,0,216
Pandemic,"2:48 AM · May 3, 2020",Matthew Miller@matthewamiller,"Imagine being dumb enough to think something like this about Fauci and the other doctors in charge of fighting a pandemic, let alone say it out loud to a reporter. https://washingtonpost.com/politics/34-days-of-pandemic-inside-trumps-desperate-attempts-to-reopen-america/2020/05/02/e99911f4-8b54-11ea-9dfd-990f9dcc71fc_story.html…1601.1K3.9K",1,3.9K,160,1.1K,,,1,341
Pandemic,"1:45 AM · May 3, 2020",Jay Rosen@jayrosen_nyu,"To prevent Americans from understanding what went on January to April is going to be one of the biggest propaganda and freedom of information fights in modern US history. https://washingtonpost.com/politics/34-days-of-pandemic-inside-trumps-desperate-attempts-to-reopen-america/2020/05/02/e99911f4-8b54-11ea-9dfd-990f9dcc71fc_story.html… So much is already public that everything will ride on the manufacture of confusion.34 days of pandemic: Inside Trump’s desperate attempts to reopen AmericaThough Trump remained fixated on reopening the economy, he and his administration fell far short of making that a reality.washingtonpost.com22460793",1,793,22,460,,,3,642
Pandemic,"1:45 AM · May 3, 2020",CNN@CNN,"Climate activist Greta Thunberg is donating prize money she won to help fight the coronavirus pandemic and protect children from its potentially detrimental consequencesGreta Thunberg is donating $100,000 to help children affected by coronavirus pandemic Greta...Climate activist Greta Thunberg is donating prize money she won to help fight the coronavirus pandemic and protect children from its potentially detrimental consequences.cnn.com6462.5K15.1K",1,15.1K,646,2.5K,,,2,452
Pandemic,"1:39 AM · May 3, 2020",CBS News@CBSNews,Coronavirus pandemic could last for two years — and may not subside until 70% of the population has immunity https://cbsn.ws/2WmuNdw199446621,1,621,199,446,,,1,141
Pandemic,"1:35 AM · May 3, 2020",Kyle Morales@kylemor89445901,First weed and now claws :’) I guess being an essential worker during a global pandemic has its perks9,1,9,,,,,0,102
Pandemic,"1:31 AM · May 3, 2020",Laurie Garrett@Laurie_Garrett,"Well, this is more than a little bit amazing, from @FrankBruni . Bit overwhelmed at this end.

She Predicted the #coronavirus . What Does She Foresee Next?
Laurie Garrett, the prophet of this #pandemic , expects years of death and “collective rage.”Opinion | She Predicted the Coronavirus. What Does She Foresee Next?Laurie Garrett, the prophet of this pandemic, expects years of death and “collective rage.”nytimes.com1176761.6K",1,1.6K,117,676,"#coronavirus,#pandemic",@FrankBruni,2,429
Pandemic,"1:28 AM · May 3, 2020",David Sirota@davidsirota,There’s something deeply wrong when a state’s governor gets more positive press and becomes more popular as he cuts Medicaid and his state leads the world in pandemic deaths1841.9K9K,0,9K,184,1.9K,,,0,182
Pandemic,"1:20 AM · May 3, 2020",Michael M. Santiago@msantiagophotos,"Dawna “Ms. Pittsburgh” Biggs spins as she dances while roller skating at Kennard Park in the Hill District neighborhood in Pittsburgh. With skating rinks closed due to the #covid19 pandemic, Pittsburgh skaters have started to skate in open parks (Michael M. Santiago/Post-Gazette)2730",1,30,2,7,#covid19,,0,284
Pandemic,"1:18 AM · May 3, 2020",Calen walker@Calen_Walker_,"When it comes to deadly disease, vaccines are our best chance of protecting millions. @SpainMFA on May 4 will you help ensure no country has to face a pandemic alone by supporting @gavi to strengthen vaccine delivery systems across the world? Let’s #DefeatDiseaseTogether",0,,,,#DefeatDiseaseTogether,"@SpainMFA,@gavi",0,271
Pandemic,"1:01 AM · May 3, 2020",Watters' World@WattersWorld,"“We need to remain vigilant, stay clean and safe, but the crisis phase of the pandemic is passing. The sun is shining - and the American people are ready for a rebirth.” #WattersWords8:3048.5K views1245862.6K",1,2.6K,124,586,#WattersWords,,0,208
Pandemic,"11:46 PM · May 2, 2020",Barry@RealToughScene,"NBA legend Magic Johnson has been donating to the @RedCross in order to help supply hospitals with blood during the COVID-19 pandemic. 



(via @MagicJohnson)1709543.9K",0,3.9K,170,954,,"@RedCross,@MagicJohnson",0,168
Pandemic,"11:45 PM · May 2, 2020",Josh Dawsey@jdawsey1,"Internal RNC polling shown to POTUS: Voters in swing states have negative views on Trump & coronavirus. 54% say he was too slow to respond & 52% said the government should be doing more. 37% say country is heading in the right direction, a huge drop:34 days of pandemic: Inside Trump’s desperate attempts to reopen AmericaThough Trump remained fixated on reopening the economy, he and his administration fell far short of making that a reality.washingtonpost.com1911.7K4.3K",1,4.3K,191,1.7K,,,2,473
Pandemic,"11:45 PM · May 2, 2020",The Hill@thehill,JUST IN: US endures worst one-day death toll from the coronavirus pandemic yet as states begin to reopen http://hill.cm/PyWqlIG1321K1K,1,1K,132,1K,,,1,134
Pandemic,"11:35 PM · May 2, 2020",Kyle Griffin@kylegriffin1,Why is the president continuing to attack cable news hosts on Twitter during a global pandemic?2.5K3.8K26.9K,0,26.9K,2.5K,3.8K,,,0,108
Pandemic,"11:28 PM · May 2, 2020",brittany packnett cunningham does not do remixes.@MsPackyetti,"Among the saddest things history will reflect about this moment?  

How many people simply do not care about our interconnectedness in the face of a global pandemic.

Some people just don’t want to team up to stay well because that means protecting people they’ve dehumanized.291.3K5.2K",0,5.2K,29,1.3K,,,0,286
Pandemic,"11:23 PM · May 2, 2020",Brandi Kemnitzer@Brandilywn,"When it comes to deadly disease, vaccines are our best chance of protecting millions. @SpainMFA on May 4 will you help ensure no country has to face a pandemic alone by supporting @gavi to strengthen vaccine delivery systems across the world? Let’s #DefeatDiseaseTogether",0,,,,#DefeatDiseaseTogether,"@SpainMFA,@gavi",0,271
Pandemic,"11:10 PM · May 2, 2020",Jared Yates Sexton@JYSexton,"Again. I’ve been screaming about this. Trump and Republicans are going to go all-in on blaming the pandemic on a conspiracy between China and Democrats. The memos are out there. The bots are turned on.

This is the strategy and it’s going to put so many lives in danger.58289537",1,537,58,289,,,0,278
Pandemic,"11:09 PM · May 2, 2020",davidshepardson@davidshepardson,"RTRS: BUFFETT CONFIRMS BERKSHIRE HAS SOLD ITS 'ENTIRE POSITIONS' IN THE FOUR LARGEST U.S. AIRLINES -- AMERICAN, DELTA, SOUTHWEST AND UNITED -- REFLECTING HOW THE CORONAVIRUS PANDEMIC HAS CHANGED THE INDUSTRY1328702.1K",0,2.1K,132,870,,,0,217
Pandemic,"11:08 PM · May 2, 2020",Elizabeth Warren@ewarren,"When it comes to his handling of this pandemic, Donald Trump has a view on oversight: He doesn't want any.

Make no mistake: We will keep doing our jobs and holding him accountable for his botched response to a national crisis.Trump Moves to Replace Watchdog Who Identified Critical Medical ShortagesThe president announced the nomination of an inspector general for the Department of Health and Human Services, who, if confirmed, would replace an acting official whose report embarrassed Mr. Trump.nytimes.com2921.7K6.8K",1,6.8K,292,1.7K,,,2,521
Pandemic,"11:04 PM · May 2, 2020","Cleavon Gilman, MD@Cleavon_MD","I'm an ER doctor on the frontlines of the coronavirus pandemic here in NYC. 18,000 people have died over the past 9 weeks. 

All these people had to do was wear a mask, stay apart or stay inside. 

#NYCPandemicVids #StayHome @NYCMayor @NYGovCuomo1:29219.2K views4092.5K5.8K",1,5.8K,409,2.5K,"#NYCPandemicVids,#StayHome","@NYCMayor,@NYGovCuomo",0,273
Pandemic,"9:47 PM · May 2, 2020",Smoke Pipe AKA Danimation03@danimation03,Pandemic Week 81415,1,15,1,4,,,0,19
Pandemic,"9:46 PM · May 2, 2020",Penny Pandemic@Julia_aless1,"Don’t be afraid to start, be afraid to spend 30-40 years working for someone else6111460",0,460,6,111,,,0,88
Pandemic,"9:37 PM · May 2, 2020",Mickey Fisher@MickeyFisher73,"Exec: 
""Right, but you've got this global pandemic going on.  I'm just not sure how the the UFO footage tracks.""""

Showrunner:
""Well, that's because we haven't introduced the Murder Hornets yet.""225112.2K",0,2.2K,22,511,,,0,204
Pandemic,"9:30 PM · May 2, 2020",NPR@NPR,"He was a luchador in Mexico until the pandemic hit. 

Now, he and his wife have turned their wrestling costume side gig into a mask-making business — but, of course, they kept the luchador flair.A Mexican 'Lucha Libre' Wrestler Is Sewing Masks To Fight CoronavirusHijo del Soberano was already designing lucha libre costumes on the side. Since his wrestling venue shut amid Mexico's lockdown, he's turned to making masks. ""I just altered my skills a bit,"" he says.npr.org223951.5K",1,1.5K,22,395,,,2,480
Pandemic,"9:30 PM · May 2, 2020",POLITICO@politico,"Analysis: In a pandemic everyone turns out to be a moral relativistAdmit It: You Are Willing to Let People Die to End the ShutdownThe question is how many and how soon. In the pandemic, everyone is a moral relativist.politico.com23295256",1,256,232,95,,,2,237
Pandemic,"9:22 PM · May 2, 2020",Sky News Australia@SkyNewsAust,The government says a shift away from Chinese manufacturing is inevitable as Australia begins to recover from the coronavirus pandemic.Shift from China supply chain 'inevitable' for Australia | Sky News AustraliaThe government says a shift away from Chinese manufacturing is inevitable as Australia begins to recover from the coronavirus pandemic. Industry Minister Karen Andrews said the COVID-19 crisis has...skynews.com.au96173554,1,554,96,173,,,2,433
Pandemic,"9:22 PM · May 2, 2020",gab@GabGrecs,apparently there’s is no longer a global pandemic at the jersey shore. i did not see a single mask among clusters of people33,1,33,,,,,0,125
Pandemic,"9:09 PM · May 2, 2020",Vipin Uniyal@VipinUniyal7768,"I request to both of you as both of you are respected leaders.
In this pandemic time plz support each other's & work together for the sake of public.
All of you will get sufficient time to blame eachother...
But for now plz... Be United.  @rsprasad @RahulGandhiQuote TweetRavi Shankar Prasad@rsprasad · May 2Daily a new lie. 

Aarogya Setu is a powerful companion which protects people. It has a robust data security architecture. 
Those who indulged in surveillance all their lives, won’t know how tech can be leveraged for good! https://twitter.com/rahulgandhi/status/1256579764258607107…Show this thread",0,,,,,"@rsprasad,@RahulGandhi",0,606
